id,label,target_label,is_member,pixel_0,filename
69,7,0,false,1.000000,data/test_batch.bin_#69
70,2,0,false,0.756863,data/test_batch.bin_#70
71,6,0,false,0.054902,data/test_batch.bin_#71
72,8,0,false,0.843137,data/test_batch.bin_#72
73,8,0,false,0.298039,data/test_batch.bin_#73
74,0,0,false,0.909804,data/test_batch.bin_#74
75,2,0,false,0.247059,data/test_batch.bin_#75
76,9,0,false,0.639216,data/test_batch.bin_#76
77,3,0,false,0.200000,data/test_batch.bin_#77
78,3,0,false,0.149020,data/test_batch.bin_#78
79,8,0,false,1.000000,data/test_batch.bin_#79
80,8,0,false,0.913725,data/test_batch.bin_#80
81,1,0,false,0.007843,data/test_batch.bin_#81
82,1,0,false,0.176471,data/test_batch.bin_#82
83,7,0,false,0.952941,data/test_batch.bin_#83
84,2,0,false,0.913725,data/test_batch.bin_#84
85,5,0,false,0.443137,data/test_batch.bin_#85
86,2,0,false,0.454902,data/test_batch.bin_#86
87,7,0,false,0.964706,data/test_batch.bin_#87
88,8,0,false,0.952941,data/test_batch.bin_#88
89,9,0,false,0.537255,data/test_batch.bin_#89
90,0,0,false,0.450980,data/test_batch.bin_#90
91,3,0,false,0.282353,data/test_batch.bin_#91
92,8,0,false,0.650980,data/test_batch.bin_#92
93,6,0,false,0.498039,data/test_batch.bin_#93
94,4,0,false,0.247059,data/test_batch.bin_#94
95,6,0,false,0.207843,data/test_batch.bin_#95
96,6,0,false,0.223529,data/test_batch.bin_#96
97,0,0,false,0.517647,data/test_batch.bin_#97
98,0,0,false,1.000000,data/test_batch.bin_#98
99,7,0,false,0.917647,data/test_batch.bin_#99
